cue_word,association_word,cue_valence,associated_valence
student,school,0,-1
student,teacher,0,-1
student,notebook,0,-1
stem,science,-1,-1
stem,computation,-1,0
stem,math,-1,-1
chemistry,reaction,1,0
chemistry,lab,1,0
chemistry,art,1,1
work,job,0,0
work,money,0,1
work,effort,0,-1
future,child,-1,1
future,security,-1,0
future,uncertainty,-1,-1
computation,algorithm,0,-1
computation,number,0,-1
computation,game,0,1
lecture,teacher,-1,-1
lecture,sleepy,-1,-1
lecture,note,-1,-1
grade,exam,-1,-1
grade,stress,-1,-1
grade,satisfaction,-1,0
teacher,knowledge,0,1
teacher,authority,0,-1
teacher,patience,0,0
literature,book,-1,0
literature,art,-1,1
literature,boredom,-1,-1
algorithm,logic,-1,0
algorithm,game,-1,1
algorithm,complex,-1,-1
music,classical,1,1
music,relax,1,1
music,art,1,1
art,creativity,1,1
art,chemistry,1,1
art,beauty,1,1
society,rule,-1,-1
society,family,-1,1
society,change,-1,-1
failure,shame,-1,-1
failure,lesson,-1,-1
failure,retry,-1,-1
job,work,0,0
job,money,0,1
job,security,0,0
exam,stress,-1,-1
exam,grade,-1,-1
exam,preparation,-1,-1
problem - solve,game,0,1
problem - solve,logic,0,0
problem - solve,satisfaction,0,1
model,math,-1,-1
model,simulation,-1,0
model,abstract,-1,-1
equation,math,-1,-1
equation,solution,-1,0
equation,complex,-1,-1
mathematic,number,-1,-1
mathematic,equation,-1,-1
mathematic,difficult,-1,-1
number,math,-1,-1
number,game,-1,1
number,logic,-1,0
homework,boredom,-1,-1
homework,effort,-1,-1
homework,grade,-1,-1
physics,difficult,-1,-1
physics,theory,-1,-1
physics,boredom,-1,-1
blackboard,teacher,-1,-1
blackboard,lecture,-1,-1
blackboard,note,-1,-1
ai,future,0,1
ai,game,0,1
ai,robot,0,-1
logic,proof,0,0
logic,math,0,-1
logic,reason,0,1
teamwork,friend,1,1
teamwork,win,1,1
teamwork,cooperation,1,1
llm,computer,-1,-1
llm,language,-1,0
llm,complex,-1,-1
knowledge,study,1,0
knowledge,teach,1,0
knowledge,chemistry,1,1
proof,math,0,-1
proof,logic,0,0
proof,evidence,0,0
study,book,0,0
study,knowledge,0,1
study,effort,0,-1
creativity,art,1,1
creativity,imagination,1,1
creativity,design,1,0
science,experiment,1,1
science,discovery,1,1
science,biology,1,0
biology,nature,0,1
biology,cell,0,0
biology,study,0,0
classroom,teacher,-1,0
classroom,child,-1,0
classroom,noise,-1,-1
history,past,-1,-1
history,lesson,-1,-1
history,war,-1,-1
chatgpt,computer,-1,-1
chatgpt,ai,-1,0
chatgpt,conversation,-1,0
philosophy,think,0,1
philosophy,question,0,-1
philosophy,book,0,0
scientist,lab,1,0
scientist,discovery,1,1
scientist,professor,1,0
datum,number,-1,-1
datum,analysis,-1,-1
datum,computer,-1,-1
professor,teach,0,0
professor,knowledge,0,1
professor,class,0,-1
class,student,-1,0
class,lesson,-1,-1
class,teacher,-1,0
variable,math,-1,-1
variable,change,-1,-1
variable,experiment,-1,1
anxiety,stress,-1,-1
anxiety,worry,-1,-1
anxiety,pressure,-1,-1
informatic,computer,-1,-1
informatic,datum,-1,-1
informatic,programming,-1,-1
career,job,0,0
career,success,0,1
career,money,0,0
theorem,math,0,-1
theorem,proof,0,0
theorem,logic,0,0
experiment,science,1,1
experiment,discovery,1,1
experiment,lab,1,0
success,achievement,1,1
success,happiness,1,1
success,reward,1,1
